*dlpsid,/n1/obj/d/l/p/dlpsid,imagefilename,/n1/asset/m/misc/pairtree_root/mo/ag/efilename/imagefilename
aag6455.0001.001,/n1/obj/a/a/g/aag6455.0001.001,moa1057,/n1/asset/m/misc/pairtree_root/mo/a1/057/moa1057
aag6455.0001.001,/n1/obj/a/a/g/aag6455.0001.001,moa1056,/n1/asset/m/misc/pairtree_root/mo/a1/056/moa1056
aah0637.0003.001,/n1/obj/a/a/h/aah0637.0003.001,moa182,/n1/asset/m/misc/pairtree_root/mo/a1/82/moa182
aah0637.0003.001,/n1/obj/a/a/h/aah0637.0003.001,moa183,/n1/asset/m/misc/pairtree_root/mo/a1/83/moa183
aah0637.0003.001,/n1/obj/a/a/h/aah0637.0003.001,moa184,/n1/asset/m/misc/pairtree_root/mo/a1/84/moa184
aah0637.0003.001,/n1/obj/a/a/h/aah0637.0003.001,moa185,/n1/asset/m/misc/pairtree_root/mo/a1/85/moa185
aah0637.0003.001,/n1/obj/a/a/h/aah0637.0003.001,moa186,/n1/asset/m/misc/pairtree_root/mo/a1/86/moa186
aah0637.0003.001,/n1/obj/a/a/h/aah0637.0003.001,moa187,/n1/asset/m/misc/pairtree_root/mo/a1/87/moa187
aam9739.0001.001,/n1/obj/a/a/m/aam9739.0001.001,moa788,/n1/asset/m/misc/pairtree_root/mo/a7/88/moa788
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1240,/n1/asset/m/misc/pairtree_root/mo/a1/240/moa1240
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1241,/n1/asset/m/misc/pairtree_root/mo/a1/241/moa1241
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1242,/n1/asset/m/misc/pairtree_root/mo/a1/242/moa1242
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1243,/n1/asset/m/misc/pairtree_root/mo/a1/243/moa1243
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1244,/n1/asset/m/misc/pairtree_root/mo/a1/244/moa1244
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1246,/n1/asset/m/misc/pairtree_root/mo/a1/246/moa1246
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1247,/n1/asset/m/misc/pairtree_root/mo/a1/247/moa1247
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1248,/n1/asset/m/misc/pairtree_root/mo/a1/248/moa1248
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1250,/n1/asset/m/misc/pairtree_root/mo/a1/250/moa1250
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1251,/n1/asset/m/misc/pairtree_root/mo/a1/251/moa1251
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1252,/n1/asset/m/misc/pairtree_root/mo/a1/252/moa1252
aan1024.0001.001,/n1/obj/a/a/n/aan1024.0001.001,moa1253,/n1/asset/m/misc/pairtree_root/mo/a1/253/moa1253
aan1092.0001.001,/n1/obj/a/a/n/aan1092.0001.001,moa278,/n1/asset/m/misc/pairtree_root/mo/a2/78/moa278
aan1092.0001.001,/n1/obj/a/a/n/aan1092.0001.001,moa279,/n1/asset/m/misc/pairtree_root/mo/a2/79/moa279
aan1712.0001.001,/n1/obj/a/a/n/aan1712.0001.001,moa545,/n1/asset/m/misc/pairtree_root/mo/a5/45/moa545
aan1771.0001.001,/n1/obj/a/a/n/aan1771.0001.001,moa580,/n1/asset/m/misc/pairtree_root/mo/a5/80/moa580
aan2921.0001.001,/n1/obj/a/a/n/aan2921.0001.001,moa587,/n1/asset/m/misc/pairtree_root/mo/a5/87/moa587
aan2921.0001.001,/n1/obj/a/a/n/aan2921.0001.001,moa588,/n1/asset/m/misc/pairtree_root/mo/a5/88/moa588
aan2921.0001.001,/n1/obj/a/a/n/aan2921.0001.001,moa589,/n1/asset/m/misc/pairtree_root/mo/a5/89/moa589
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa401,/n1/asset/m/misc/pairtree_root/mo/a4/01/moa401
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa402,/n1/asset/m/misc/pairtree_root/mo/a4/02/moa402
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa403,/n1/asset/m/misc/pairtree_root/mo/a4/03/moa403
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa404,/n1/asset/m/misc/pairtree_root/mo/a4/04/moa404
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa405,/n1/asset/m/misc/pairtree_root/mo/a4/05/moa405
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa406,/n1/asset/m/misc/pairtree_root/mo/a4/06/moa406
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa407,/n1/asset/m/misc/pairtree_root/mo/a4/07/moa407
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa408,/n1/asset/m/misc/pairtree_root/mo/a4/08/moa408
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa409,/n1/asset/m/misc/pairtree_root/mo/a4/09/moa409
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa410,/n1/asset/m/misc/pairtree_root/mo/a4/10/moa410
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa411,/n1/asset/m/misc/pairtree_root/mo/a4/11/moa411
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa412,/n1/asset/m/misc/pairtree_root/mo/a4/12/moa412
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa413,/n1/asset/m/misc/pairtree_root/mo/a4/13/moa413
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa414,/n1/asset/m/misc/pairtree_root/mo/a4/14/moa414
aan6613.0001.001,/n1/obj/a/a/n/aan6613.0001.001,moa415,/n1/asset/m/misc/pairtree_root/mo/a4/15/moa415
aas0223.0001.001,/n1/obj/a/a/s/aas0223.0001.001,moa2210a,/n1/asset/m/misc/pairtree_root/mo/a2/210a/moa2210a
aas0223.0001.001,/n1/obj/a/a/s/aas0223.0001.001,moa2210b,/n1/asset/m/misc/pairtree_root/mo/a2/210b/moa2210b
aas0223.0001.001,/n1/obj/a/a/s/aas0223.0001.001,moa2210c,/n1/asset/m/misc/pairtree_root/mo/a2/210c/moa2210c
aas0223.0001.001,/n1/obj/a/a/s/aas0223.0001.001,moa2210d,/n1/asset/m/misc/pairtree_root/mo/a2/210d/moa2210d
aas0223.0001.001,/n1/obj/a/a/s/aas0223.0001.001,moa2210e,/n1/asset/m/misc/pairtree_root/mo/a2/210e/moa2210e
aas0543.0001.001,/n1/obj/a/a/s/aas0543.0001.001,moa216,/n1/asset/m/misc/pairtree_root/mo/a2/16/moa216
aas0549.0001.001,/n1/obj/a/a/s/aas0549.0001.001,moa763,/n1/asset/m/misc/pairtree_root/mo/a7/63/moa763
aas0819.0001.001,/n1/obj/a/a/s/aas0819.0001.001,moa151,/n1/asset/m/misc/pairtree_root/mo/a1/51/moa151
aas0991.0001.001,/n1/obj/a/a/s/aas0991.0001.001,moa2146,/n1/asset/m/misc/pairtree_root/mo/a2/146/moa2146
aav9979.0001.001,/n1/obj/a/a/v/aav9979.0001.001,moa149,/n1/asset/m/misc/pairtree_root/mo/a1/49/moa149
*aaw0023.001.001,/n1/obj/a/a/w/aaw0023.001.001,moa79,/n1/asset/m/misc/pairtree_root/mo/a7/9/moa79
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa423,/n1/asset/m/misc/pairtree_root/mo/a4/23/moa423
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa424,/n1/asset/m/misc/pairtree_root/mo/a4/24/moa424
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa425,/n1/asset/m/misc/pairtree_root/mo/a4/25/moa425
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa426,/n1/asset/m/misc/pairtree_root/mo/a4/26/moa426
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa427,/n1/asset/m/misc/pairtree_root/mo/a4/27/moa427
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa428,/n1/asset/m/misc/pairtree_root/mo/a4/28/moa428
aaw1852.0001.001,/n1/obj/a/a/w/aaw1852.0001.001,moa429,/n1/asset/m/misc/pairtree_root/mo/a4/29/moa429
